,Registration Date,fips,size
6127,29/05/2020,1291,1
6128,29/05/2020,1292,1
6129,29/05/2020,1293,1
6130,29/05/2020,1295,2
6131,29/05/2020,1299,3
6132,29/05/2020,1349,2
6133,29/05/2020,1350,1
6134,29/05/2020,1360,2
6135,29/05/2020,1361,2
6136,29/05/2020,1396,1
6137,29/05/2020,1400,2
6138,29/05/2020,1405,1
6139,29/05/2020,1413,3
6140,29/05/2020,1414,1
6141,29/05/2020,1415,1
6142,29/05/2020,1444,1
6143,29/05/2020,1448,1
6144,29/05/2020,1452,1
6145,29/05/2020,1459,3
6146,29/05/2020,1460,2
6147,29/05/2020,1461,1
6148,29/05/2020,1463,1
6149,29/05/2020,1464,2
6150,29/05/2020,1465,4
6151,29/05/2020,1467,3
6152,29/05/2020,1468,4
6153,29/05/2020,1469,1
6154,29/05/2020,1471,1
6155,29/05/2020,1472,1
6156,29/05/2020,1473,1
6157,29/05/2020,1513,5
6158,29/05/2020,1515,3
6159,29/05/2020,1519,1
6160,29/05/2020,1521,1
6161,29/05/2020,1522,1
6162,29/05/2020,1523,3
6163,29/05/2020,1527,1
6164,29/05/2020,1567,1
6165,29/05/2020,1568,1
6166,29/05/2020,1579,2
6167,29/05/2020,1580,1
6168,29/05/2020,1581,1
6169,29/05/2020,1613,1
6170,29/05/2020,1619,1
6171,29/05/2020,1626,1
6172,29/05/2020,1628,1
6173,29/05/2020,1635,2
6174,29/05/2020,1638,1
6175,29/05/2020,1657,1
6176,29/05/2020,1661,1
6177,29/05/2020,1669,3
6178,29/05/2020,1670,2
6179,29/05/2020,1672,1
6180,29/05/2020,1673,2
6181,29/05/2020,1676,1
6182,29/05/2020,1679,1
6183,29/05/2020,1682,2
6184,29/05/2020,1689,2
6185,29/05/2020,1726,1
6186,29/05/2020,1727,1
6187,29/05/2020,1732,1
6188,29/05/2020,1735,1
6189,29/05/2020,1741,2
6190,29/05/2020,1743,1
6191,29/05/2020,1745,3
6192,29/05/2020,1747,1
6193,29/05/2020,1781,2
6194,29/05/2020,1798,4
6195,29/05/2020,1831,1
6196,29/05/2020,1840,1
6197,29/05/2020,1853,1
6198,29/05/2020,1855,1
6199,29/05/2020,1857,1
6200,29/05/2020,1891,3
6201,29/05/2020,1894,1
6202,29/05/2020,1909,2
6203,29/05/2020,1939,1
6204,29/05/2020,1951,3
6205,29/05/2020,1953,3
6206,29/05/2020,1954,17
6207,29/05/2020,1955,1
6208,29/05/2020,1964,1
6209,29/05/2020,1967,1
6210,29/05/2020,2011,1
6211,29/05/2020,2018,1
6212,29/05/2020,2065,2
6213,29/05/2020,2176,1
6214,29/05/2020,2335,2
6215,29/05/2020,2339,1
